from_address,Total_value,Wallet_Tier
0x38bd548a502264b10b6650519f7e4a23c257b071,0.55,Fish
0xac2b36d2ee13544d957ed193a6180e789d5fa725,1,Fish
0xa8229cb71da1657bd2b51f6c57279ff4d64d21c2,0.42,Fish
0xdcf6deb7ee9b493390c389d20b14dcdb962e9239,0.14,Fish
0xaa7879390445a52995c774dd8646fd10ff67ce6f,8.66,Fish
0xe666ea58f811055acadc63c8ffb5254d52349fed,0.25,Fish
0xc3435a510e84bb8a4c3669990bce3f1039e16227,0.16,Fish
0x7e0867dc7db9c15d60e7074fdf8118dd05b60ed5,0.21,Fish
0x38fc712a6e4c3a6a9332bbc2b70337ecd857546f,1.5,Fish
0x42086fc0230e1d5d171d1313acc9a5292bceb046,0.62,Fish
0x7765b09580f944e8a65ef9c62ab3d3c208b2cedf,1.09,Fish
0x6beb3cc56186c5a60d448e0c3537a2be97269569,5.04,Fish
0x4c839235ba5d532ca176364ff1b6fc488398fa86,3.74,Fish
0xcb69997318fb3912aca382d1815fdd751f97d97a,0.24,Fish
0x37eaf2286cf4991cd3d11be1a456f165b02899ac,0.14,Fish
0x967ddfc8d22287eea0d1af68d7ebd1aa87d7bbc2,0.19,Fish
0x8481b5e96a0496bc2ed0c6f3f8a0133470c377bd,2.03,Fish
0xc4f265642a90e63f077b1ee2d6354c2ff34fe8cf,0.19,Fish
0x94e6810ee256e467874ea36be623a5316ca2a32f,0.53,Fish
0x3dd1414c7c7c89094269cb1dc6026a406d19d0f9,0.36,Fish
0x49e6620090db0baf70e0f3c027af7141b5cbb60b,0.29,Fish
0xb790e6402fef1a90990af01f769e7433b3f9cd6b,0.17,Fish
0xcd5705474c143ff272fabcd3146dff8a2b24e8d1,0.23,Fish
0xd5cd85c1240450e28656a5e35bb8b2002218fedf,0.42,Fish
0xb577975c5a65bcce963ec5ef33fbe07b6f466f69,2.57,Fish
0x3c4aa0ea7171dc3958987a16741f9d10b502221e,1.16,Fish
0x340b84bb78f5c190a0cb97c5dca6f866322ae388,4.2,Fish
0x0ddf7586cee34f8857c3c64b1c8260f32a1fcf9c,14.94,Fish
0xc8486aa07136ee71c7268ac178e7aa7baf99d1b6,0.94,Fish
0xce497416dac961adbaf3d7615c092316a2b4e97f,3.5,Fish
0x8f0c95e6debbb1a7c35db509c71c1586fb0afc91,1.09,Fish
0x1109c3d749ac2e8d128708f482515d0ee75ead50,0.18,Fish
0x70c7032eea461b0ec645a9890fcf745996eb3699,3.02,Fish
0x706e2fccde2a5537b9b90c6d679580ab3541fcd1,1.57,Fish
0x16781cc95a4cf113b4f1e68326a4975c8a0d2672,0.44,Fish
0x9407b487539b2cc2703cb6c06fdffb40805dc3ab,0.3,Fish
0x1cc568480ad8360b30b6dae217a14ef6e906691d,37.06,Fish
0xb563028ffd70f62b7fbce94fcb2b1a5763120805,0.11,Fish
0xd233454b8ccc686fe39a3183415a7dde4d04a606,0.3,Fish
0x4a28f644a8025c193296d52077bd7bbed3401228,0.5,Fish
0xc1bcd2e50cf2abc61833f5c520fc86a6bfbfb415,4.58,Fish
0xa1b3dd3c88458b3e3eb2e19b14d0b4b0d51052e2,0.36,Fish
0xe61b28d69a51d7a98526219301494391ec400b3c,2.21,Fish
0x2f2f74e30c2d7e6176d92603506c3073f31fb35c,0.11,Fish
0x87fb9270a885dc3ebdeeb752544eb0cb8e85ca91,10.31,Fish
0xfc937ede289e4cbc50144289bf2f8b638df87a46,0.19,Fish
0x9268902be3f8900b8e7116867e9eafa68a198242,2.94,Fish
0x1edad87a662d00f90340f8467a1202af23a903e6,0.35,Fish
0xc3e43b6a80660014c26fe00ef1b4c7f41ecfb4c6,0.25,Fish
0xe8fd45654c54ecf5457ed2319cc7e04bf387364d,0.11,Fish
0x30d4321f92046a9efc23b20491330601e2c9a746,0.9,Fish
0xae898f1748b0519c6f808e783dfb218f1c3c7eaf,0.22,Fish
0xde96667d0e073d9611c82f226d126ce8f836b6ee,0.15,Fish
0xb21afe25f75e22cbae137639265d1101294b2cdb,0.17,Fish
0x40b8181c5b3abcda3580689cf9dd6a6119ec4f01,2,Fish
0x30305629e27f44534c91748715e3b2b615990ea3,0.13,Fish
0x127977c2366b2cdfec32d961bf8fd52b68d7eb35,0.33,Fish
0x71181957b5cd27505762f186ca136c34319ae868,0.16,Fish
0xd81e6fd3d7b641f95afc15527d973b8bbb75d927,0.26,Fish
0x4ef7b4c0ca4df97be4b1a1e06aad0d8e50a7f9cc,0.22,Fish
0xc32d02445acffbc8ac51fb4f3ee961c0545412f3,0.51,Fish
0xcb20a576d562ced86fc156861f46c8019e745843,1.29,Fish
0xe5c257ceb452c88b621eee6699f5c23a3a0f338b,150,Shark
0x91b26fffffb325e13f1ef592b0933696098044af,1,Fish
0x09314b4f158306ec77b06253b8ca4be4ab1270d3,1.63,Fish
0x51fb049bb78bf454e6a3d4cf6250d4f620238ed8,0.21,Fish
0x4446bdf621067a205ff4473da6dcea41c099dba7,0.12,Fish
0x8f49e388a172606b97969bbd6ef4d6b028ca1a51,0.2,Fish
0xf1bd4124151afc842db4e7717c1a373ada8abfbc,0.41,Fish
0xb14dc4cde6a8441d805a0adc590cb195a6851b21,7.3,Fish
0x928f07c0440a9920d98b31211f812cd387473547,0.5,Fish
0x6a27af843fc1b8221e6a497e2b8f40447cf869bf,2.01,Fish
0xcec3b1489f9c05be689906e8100c239854c04e78,1.75,Fish
0x92ddbbfe91c80d4cfe2956d213dbc2dd682e5ff1,0.27,Fish
0x4c315088103ae2825aff947b64ab6fe0f6076ff6,3.89,Fish
0x32016d11f94e25740c9a1ec31283b581b46a3145,0.37,Fish
0x203792496996f029ec8c0e0a734be95b5e08f925,0.6,Fish
0x132e7ef7f69a7f7eb236b97cc4d4df7adebea937,0.65,Fish
0x6c4d039eafd06b267957fade7fd0ad22f5fdffa9,0.13,Fish
0x36c2a27d41a4a9155e78bf9f0eccd651a821897b,2.42,Fish
0x16f73a8f36d55db67e9ed72b4ae25740a288ee0a,0.23,Fish
0x7c40f84815bcf87aa62adaff29cdb2eb34647046,0.36,Fish
0x11a72cdd2c22a370d725e4514d347539d97b12db,0.34,Fish
0x49cb75fa93602c7b82ab4f0478f9c2ef7531fe08,0.74,Fish
0xf30ac1a8762c08c8a958be7137f6c4a2e33af7c4,0.44,Fish
0x768187e8a5b74821b306f5959176c028294133e2,1.06,Fish
0xf4238623e7141242c5def7989f833aaba128ba26,0.22,Fish
0x6b6477062d2e814367be2a3097b1e3b23458201b,0.11,Fish
0x67b09639c4367afe220809222c90bde88a3a82c5,36.88,Fish
0xea9ba90b7947450b5eb8b2dcc1cc4dc29fc661dd,3.22,Fish
0x1011b03656cf2f9841798e61b6776726cccd25e4,0.8,Fish
0x3637593e7ac53e6e1b222b587fde9112594946a4,0.11,Fish
0x9f82a5cd757f85a385bb7fff72c1dd26090d9ba2,1.19,Fish
0x279e46586fc414885d03060de523651f0dc6e3e4,0.36,Fish
0xfe69a2665a0baacfd276c95a24a41163c7c49dd6,0.21,Fish
0x8b279eb7085c8c53338b9be35b6f2d1c70553d11,11.29,Fish
0x0b80f2d9488785e4d3c6a4814b7176ccb344cf65,0.63,Fish
0x143855264e30fe344a518132c98d0de4ea1dd1f9,3.92,Fish
0x5f47f8dcfcf8f2f9e822bc6a35eed927365631b5,0.52,Fish
0xe0413441d90b2d2adbfe45c9b67f543db000cbc7,0.13,Fish
0xed692bfdb9cf14cba7aefad4b86c5de920e77652,0.15,Fish
0xd738cc78ee3493fd499cadaa8c161f735dd85da3,0.23,Fish
0x74e7c0c1a88fa976487f72cf6f57f8cd85b82c8c,1.38,Fish
0x781dd1147420bd4a5997549e2bf4785d7d9149b4,466.57,Shark
0xe0beea2ebb54465a6822ba93d34b300787c64fbb,114.17,Shark
0x124433d2f500d476b03cf1790fdd145b627731d7,2.27,Fish
0x51df0fff310e005328e419936a0b1842ffbcc6ba,0.27,Fish
0xca3522ca8f336664b1229429830fdbd973b61c45,0.11,Fish
0x89dca440680581c54eb546e0f7fdcd9cd5a51322,0.22,Fish
0x8d53e1458730d26eba91aeef9e29bc2b3c709764,0.65,Fish
0xc894daa65f6fe9421d0f408c9e185fcc6abce960,0.13,Fish
0xc8eaad49dc005afe632419f53e7752c9e596eda3,1.15,Fish
0xab877cd1477255aa6bbf1a75fa88fbe7b11ba3d8,1.45,Fish
0x350f6eae7f1f8ae716968a6a3a3bb029c0db36e6,0.4,Fish
0x3d6704297f3762f353847e48d5b4390e0bcf8fad,1.09,Fish
0xb5ae6ab1e400f66fa59197a89cc7e89a9bd8fa7e,1.02,Fish
0x499dc6721c6a60e93490d3eba58e4cd4faa32ed3,1.37,Fish
0x6e0c4c64db873df2d6e1a82800d1bff22e01b51d,0.12,Fish
0xde28434211448b15562a4d599a2b4117540a684d,32,Fish
0x98a2ac92911f4760d98d88b666fa4e4ed021a194,1.14,Fish
0x74ba0738f79676c2933ca89de7a133d4291bacd3,22.91,Fish
0x9f9341fb92ab5b8532db9ba0f8d669edd750b754,0.32,Fish
0xa7756d37f03be18ce9c292822da81b032b4802d5,2.53,Fish
0xd13dec9489b716dac5e1c4628f547e21293995ff,0.14,Fish
0xb110e4acc955f8a7325f387a110d5da7d51fea73,0.23,Fish
0xf41e6864dfa428d6c6ac57f80fb0aed754d0b0e5,3.36,Fish
0x549c262d21164b57376704813875d5bc558e5dab,0.56,Fish
0xae5921672da65d1923e4879f155c212d102db15a,0.32,Fish
0x2f81b051ffb19381946a3b348c02239b5d551b32,0.14,Fish
0xcec0292b7ade8ad2f6b4bcf3d9c946c35cdd5505,0.24,Fish
0x1f8690f69f941c85cb94295c24e4efc5cda90b62,0.11,Fish
0x47f10e01f95a6a9d3b08ea40486091a48fdc8d41,0.49,Fish
0x14ff676ec4fa499de723640f8f19f546193dab89,5,Fish
0x7563d171f4ea1cda21b7ad8e5e17610f8136022b,1.35,Fish
0x61acae2c69fc738e99a4cf23481f6691bd7ddbdf,0.13,Fish
0xc16fcd3eb0ea020d9aec9b8e5e7d950709e5e872,0.14,Fish
0x90c2bf390249a0203910a6c1cd0ad9f0f4777b42,0.19,Fish
0x964ede777dbbb8d24bccb71ac1d040cf3d883307,0.28,Fish
0x0abe93477d951b697df0f9d1e12deb40830ca07d,0.13,Fish
0x2eb4c312eb58dca49bc545468d3617cbbed82386,0.36,Fish
0x778c6f03dcbb4a7528cf5a0ec886668a5e9f69fe,0.17,Fish
0x4d52f054e4b084f4e8ce9df8bb14384d4b818d0e,1.39,Fish
0x6259c92c794f39d374bf48cb8a7dd2618cf2e6a5,0.24,Fish
0x644ae88431eb72dfe548c98b15de92d5b853623f,0.13,Fish
0x24cd424b36ccf750790db6077ed93ade7eccb0cc,1.45,Fish
0x74bc5a616d57463cd83a84ce62c6c11494ffc741,0.12,Fish
0xa85414d80c68d4897320531ac8e563abd92db784,3,Fish
0x5c0e37386667089462adbd9225787823bd327271,99.6,Fish
0x3eb81b24f5c89fe0119998bb8772413d32fec77c,0.25,Fish
0xd821404de5b46361af01087a686b4a1386cbeb82,0.56,Fish
0x69dcdb200c140bef5857226e0e627ca49a20e755,0.18,Fish
0x8f1ebae4cf7ffca3a74220ccb9dd82d0482e5beb,0.12,Fish
0x78c6f6cdac0ff482fc6b0fac87186a4e47bb064c,0.11,Fish
0xb266afe2d08b2122d1fb12cf59976ba4b5da3d44,0.24,Fish
0x3ba3d4d07945f929914f551e5b4973ac3af4c885,3154.05,Whales
0x7f599bb3a5ca536a2c5e954a58d246ea6b4ee8b6,2.22,Fish
0xdfff2981df2ad6ef7cbe978bc3c90dfece4a64ef,0.13,Fish
0xe03a7c09640922d403de425d489cc2dce8b221c3,0.68,Fish
0x2f404ec35bf64bff83a60ddc93204cd17873b9de,0.38,Fish
0x9a2afde1f400cbeb8e4481342eb342963f3d9dcd,0.47,Fish
0x9849458c572b11ca52644809ab011f473b343ea0,0.13,Fish
0x08bda06e02df2f86c6724d21f9f4c021aa381841,1.64,Fish
0xeb115089cb6ed380e2ee99e774b986770a5e4c51,0.59,Fish
0x664b2aad98cf3cd9f09f9f4574dbf199c79a9d83,45,Fish
0x4e94207058b1e3ab0b49c804a13ae8095284afd8,0.18,Fish
0xf1438c4ca06a3734c0402e2f4039ebeb867cee02,0.25,Fish
0xa69410d344a3e51a966f8687ec65d50bece2cb9c,1.03,Fish
0x7b7463265b6ea4ad30614a62e254c4d11555004c,1.4,Fish
0x41d0c1444ebdab00b2b100a2ca88001cd5436f6a,0.27,Fish
0x5461f47108a65a4795b959fe12844eb913c7163a,0.34,Fish
0x2c5cf939841b2267806025171a370c433028ada0,0.14,Fish
0x953e50a42de62cfe61e3cdee35a5a1339762c883,0.31,Fish
0xe50d89aed6f42c01fcb081bc7501d364e15bd48c,0.79,Fish
0x56f8f0fa979ba98405dbd087ae26bd8d6fffae19,0.7,Fish
0xff18c743db0a98f61f1ac3f25e0f40490e6a2185,2.99,Fish
0x1fdcd3bf610782120259bcbe3d03d2776aa03818,0.65,Fish
0xa55dc820289fe7e0d2e218d04c2112664500126c,4.04,Fish
0x66e9158d03fbc80aa35cce460c8500ae4c0bcf7b,0.31,Fish
0x8b65439bd46f9978ffe1e795883f0104c2dd2dd7,3.21,Fish
0x0546d04944f9a0453378fe90f1f35a920b13b7b3,1.97,Fish
0xe328e896b79328e7aeae3681f98c7e6746cb2f82,0.18,Fish
0x23afb53cedb1b974a5fe74cd4f79ce5d245f4d6d,2,Fish
0xcc01e6a19ded75d16573a9771545760a8e43828e,0.23,Fish
0xc5dc39da71db44c4f08b39a5f5664710db4519f3,0.18,Fish
0xf721d0656b53e3ca0aac9377e60044ac1f7f9774,0.7,Fish
0xa0e0ee91c3546c5c8a4b03f9e9fa1c97a79154f8,0.13,Fish
0x79e817d52fc3388529337b35fae86de5b0def118,0.17,Fish
0x447932d7ce84ed1d14e8080a2e53329a69d35adf,0.33,Fish
0x110dfc685c37c050c23c0fca284417bad21fff6b,2.43,Fish
0x10c2bd77872e4c24f6522fd98f3c8ae9d9872ee4,24.86,Fish
0xc6ad780614109444da16484cebe3d96b0ac04cdf,0.14,Fish
0xc4ecf99d0425dd4a5799e8d59613260963c2f819,0.34,Fish
0x0ed23c188eca69dfaf965d2dd40bf8fcc909114a,5,Fish
0x272c96ad7e6b43da400646b1e7fda2aeaf0598a9,0.78,Fish
0xc4d4f0be04d0777fd57066dc06a39fd98170ae44,0.28,Fish
0xb36e7998220d8162adb50a84ba47a445e52a9ddf,28.18,Fish
0xbcd8b3737798f93719f0f19dc06890252729e6d2,0.16,Fish
0x1c387d2d7a63a9256de73c69a9b5c1033d70a4f7,0.28,Fish
0x9f6fe0158b3bd5268f37bbb244a3a228e8908468,0.59,Fish
0xcabe9af5b5722a64a880010b3e742f40b66fc449,0.86,Fish
0xf861b48d89fb912b7d55e32380d62126aac735f6,2.37,Fish
0x305b960e7e0c15339841ef31812df893c3c90255,2,Fish
0x5f0ec41a4d590417b0bfaea27530fc3fb5a12697,0.15,Fish
0x6375c239c853c344a8f9adb9b99f466ac1a896da,0.99,Fish
0x8e8c09dc6b5d78afcf1472bb878dad8d041562d4,1.3,Fish
0xd35934ee559be0af8ea449035fd6364837c38e10,3.14,Fish
0xbc8731d5ff65fd519b89b3f595d53dbcfd268a70,1.42,Fish
0xd6670ffa08d8be2d06342a0d2cfbc52b4e2355a0,0.13,Fish
0x5eeba8bb691943b91a0dc565f53f38d10c6e15e7,1.71,Fish
0xe6b0d67b3635ee4a6e48f8e0dbaa2996b89b8162,2.47,Fish
0x20eb1f6c70cef31fa227a9f7554d4ca7143bad52,0.21,Fish
0xaf45af92229a3f2a7682273d450889783d5cb777,4.28,Fish
0xe95f31c9f8ef39edb26497c4fb3652820903b899,1.94,Fish
0xbcdad4439d588982f7d97cbfbd6a928c53eac1e0,0.76,Fish
0x18f88b1097a08b26bcde39cae383f7b7ab4416b2,25.1,Fish
0x72985be6c71b41f1bd5432f2e0c9836ba31667e2,0.37,Fish
0xa731b820b48f54d4c525aeaaf48ed86354ed88ac,1,Fish
0x3e1fdb10071c1eb309a11d14adff5945b05bbc76,1,Fish
0xadfdd648743a05564701c1a2e388093224b147ad,5.42,Fish
0x625359a8dd8a8b106ea4b145c3404e684d90e117,0.22,Fish
0x748edd96944f28cdd3edf8e17fb56d0cf9312ce1,0.41,Fish
0x037bb48c90ff7f27efd03160147cf1661560a482,0.48,Fish
0x6574028ffcdd2ab5c81038b69897dfd888aa718d,2.99,Fish
0xf075d616857b3d4bac78a105a2b0be14281bdaa0,0.12,Fish
0x0c52df13a3ed002a6200f8dc8e0d2b938efb496b,2.55,Fish
0xb4ae08dc179bc06cc7a05988208fa7abf57849da,0.2,Fish
0x854f1d98d87af806be931f107caeaa129c59f4aa,0.6,Fish
0x27ea6e1ceab97b54aa27587b9dc0be9498b64f8b,32,Fish
0x5470885a7051edeae5be27da15322fd6e486ae0b,0.39,Fish
0x5320e6befbc14b34d0a4d1368d0b8cf37202af2a,0.85,Fish
0xf5a97375573f98d6e083c8dabda991a87c2d607e,0.64,Fish
0x8a8ea469dfdcb0960177666d5366436266969f36,0.27,Fish
0xccf945eb1d3802d6027a121b0f2eefa291acfab7,0.52,Fish
0xf92165bde63fe901be898db25bb5451dac269896,0.27,Fish
0x52f6623a63e215511e06529a268fcc295a5b437c,5,Fish
0x8c138afa17d8a78308eb97d6b7513982e57f5b17,0.9,Fish
0x77bdf2836ed5fcd42d95e3c6416ad45f2996c1e2,0.26,Fish
0xf462a9474dab598eeb21a705db1816e1f5f74da1,0.11,Fish
0x73620b6407203ef430e47c099f1c3934319f35e7,113.27,Shark
0x18c43d8a54f2c1f89b4555c7bd9746160b5d111c,0.21,Fish
0x8df1ffb05598d68c64c7d2956f9722528a0cd5e1,3.33,Fish
0x20784ddaba832c30ff89dd50df42d813c3519e06,1080,Whales
0xcd84754ef87d2986fbf4fd0a0a93cfc8f86d1706,0.18,Fish
0xeafcbb5580ff853ade147f3bf263686ffcfb92ef,0.11,Fish
0x3285c6802d12caa8656fbf43a76ca63080414c83,8454.97,Whales
0xa88bcbff48dcfdc308e7d47027e0e361bdf935c0,0.59,Fish
0xc6d9db400384ec153100f460a114a4069f72d348,32,Fish
0x3507938b0fbe657c13507b207a08666101ff9670,3.13,Fish
0x8ccccbb14ee3ae8b5546077195705bfaaa6118b2,0.93,Fish
0x0b3d0a45794ee9d4c845bfe56682c6709ca23eb4,0.14,Fish
0x8d37e1abf98e101f21e5e2e8a7aa2904dbb9fc24,0.13,Fish
0x3487b0ed8693fe7ecc5f2000a6d918c128d7b6e0,0.8,Fish
0x62948a5bbc52720739defc53c676a190998ebcda,2.23,Fish
0xef835926740be2c3a8600039a1723bbb799a5bbc,0.35,Fish
0x562c8364dfc9cabc87de92f2cc74de99b62b583b,0.43,Fish
0xfa0be7003709dd24b372ab50f151f10b944a5acd,0.16,Fish
0x77959b2dff34104b65f8d09c7d17bc77013984a4,1.04,Fish
0x493bbd9ece0f33a005925b046693c1ced08f1a81,0.11,Fish
0x24b63b1f0f09362f00bf2e36c1d3a24a15dc1f01,9.09,Fish
0x7b35f8ab1664d40e7828412dda037489779a8c46,0.13,Fish
0xe40b41552ac7824e787a3e147ecf1d5342f4d061,0.13,Fish
0xfa209e1a3994f39992a0aae669025d9b4a555617,0.66,Fish
0x961c215cc0f11cbf940277118afa29033c955fe0,0.28,Fish
0xb37212698fbd68d8340b7454d907ad1834270a33,1.3,Fish
0x72336f4b5bbc37948054f4ca9a9ba704967f5382,0.43,Fish
0x215fc17a95f0bcd20a17c8916814b22220024376,0.14,Fish
0x2cdd5e4aadc80643cbfe57689c1be92ae8321c6b,0.11,Fish
0x7941345815498bfe9a5f10fd03f6cff57e3bd7b0,0.46,Fish
0x2e867337f224b1591067798eee5d70e7ddef4031,0.17,Fish
0x2bb10d7f8c86b7343b91a42ee81b2e7610ed43df,2.49,Fish
0x5a4a82770b819cd31f66b9578bbf857d33e12954,0.14,Fish
0x650810b9989aa669c59433d088875a544ca118ff,0.37,Fish
0x6eefdd375107cb0e9bf3f13f5040ab7361eb6fb6,8.7,Fish
0xf1f3b48946bdf021d73288775ed7ff269f9abda4,0.18,Fish
0x43963120cdbc8b2560ce863b0aad168979f43f1b,0.33,Fish
0x0a4e05a88ea51d67b03f0094b1cc37dcc9315167,2.71,Fish
0x413dcb4df767a070f8c643d925fe2e5a18562172,12.3,Fish
0xe20aa3f9996240c8506239647899cb815718fc5b,5.25,Fish
0x874f5f6cd7e01af28534eb3e214f279d8e8b22b0,0.7,Fish
0x977bf0e2b765338d9a9496705efe4ed815bf3f91,0.31,Fish
0x525fcfd1b6d317949449f198a441ec3b479fee23,0.14,Fish
0x0f5d150450958b1d221fd2f6ea4f1ccb2f2963ce,1.53,Fish
0x4766f9ce02585d75920c0e26a86fb5f1105dd2ce,0.11,Fish
0x17544c8e5042b29c1d9d0d2dab9f7f7ad9d7e85c,1.07,Fish
0x34851edc9b7b2a9d36f3f6624c77a48c7e4acf7b,0.2,Fish
0x606a5b27761fb6e5fa6b6074b4a033a6e15c0392,0.43,Fish
0xf8be62d50d0a0dd8e4d57ce560b07a6830734125,1.07,Fish
0xe0782ea68c2ddf146d8ce3975999d5c310f58ffb,0.74,Fish
0x288bf6b27d326654395d5d1ad4749c7b27f9f75d,4.97,Fish
0xe76850d5648cb4f62a95361dfc9e889d526ff8c5,0.42,Fish
0x0f4381846caad6ccb279b1c9a786dcda4bf65208,9.15,Fish
0xffb68c5398f1c983fc0b7a5ca8aafc95157b5601,0.11,Fish
0x188fc92669e00add2bca6469b17f4e85f9f4a5d4,1.42,Fish
0xb29dee873b41cbfd4b2100e5f76e01e026682528,0.79,Fish
0x3e3d2717831bbe7963045de55b69c983d8e5557a,0.19,Fish
0x87f28bd95cde64b8cb52152457d6a841b820dd67,2.4,Fish
0xdfbedf6119f5ff9d15597182445f334ab89cd2b3,0.3,Fish
0xee5bf119286483a604afe64b2adb8533849dead8,1.29,Fish
0x5258cc70aa6181efb97394b32c3a989a637434a6,0.11,Fish
0x769d4dca290904f7162fd377449928b61de3f768,0.15,Fish
0x771c12fbc9c55cce2019ecf24fa9ba2b64b6d7a3,0.2,Fish
0xc12f34b3e49e6f229a38db9643d44ca15aa0c05f,0.36,Fish
0x10f34963839a867b69d30f2027ccdf3f489c13ef,0.48,Fish
0x56ade00ae85b94d283739437a2ca4eeb9e9e1bb7,116.37,Shark
0xcd9f8de0730ea051f2ea759628ef69911f47bae3,1.01,Fish
0xf94408fda05c2b96d2f806a379a22fa168ba65d5,0.74,Fish
0x7cfbaaf062e9ef8ffed6648bea425be5e977d1f7,0.99,Fish
0xc18592a8ea2cc2e20a34127be45638d526dba3ed,0.14,Fish
0x339761b6e6495fc1f813d0ed70ff902ea5082b74,0.83,Fish
0xca911ed6383e96b950cd63c406241d24c4e01286,0.15,Fish
0x2dec9d45fee0ae0e7ea94f4a2046eb2c83d1003e,0.37,Fish
0x5e3cf546a940cda6234fe9add1ff11e7247a9866,1.03,Fish
0x5adf59ba7049d82b5a5d05373a4b27e62b43b30b,0.15,Fish
0x2eca4ffb06de994aa5736a7f076c9d286dea6f3f,5.98,Fish
0x3522887913d4f17622770218956c62d341c84b93,0.14,Fish
0x0da5b57153233189e3accb7e8cac2d964dd22857,0.33,Fish
0xd72c2315b83963fd859c717dc14dde018a1a8cfd,5.65,Fish
0x8540bc0150f31c2d20f8bd1f64f559ae7037e89e,0.38,Fish
0xd383a6ef10d8e224de59157e7933ed96d0e86cff,0.16,Fish
0x43e64408aab1515d091ce7fdc5e1f7048b11a633,15.19,Fish
0x5297c9ba877437f397f2c533d40c8e462885b6ca,0.32,Fish
0x3cf7f8958fbd3d737cdd573da0c78140ca93713f,3.66,Fish
0xf3c362bdb021fdacbacdf45fc522f69d664f20c0,0.85,Fish
0xe906d3a9863d230b451fc243afc9d1b04d9390d6,0.36,Fish
0x605de62d5a8a953c214fd2475772a3e1c9e9cfa2,1.41,Fish
0xea0e5bba1e57517601fe8e8cebdb06ec5e9808a0,1.62,Fish
0xbcd8be42b8a185d77d26939770e0b3478de7b283,0.12,Fish
0xe38b72c4d4ce50aa54a82aaa4e71003f7d793e2a,0.15,Fish
0x2eb9e1940b21171aae765e3f2811ed9390cc2e28,0.2,Fish
0x14bcf1dd07a77d8fcb1c73b89df0b3ea74043351,0.21,Fish
0x217490b3e8e061e161f42c01a8957b2367b5ec31,0.47,Fish
0x8a41705b54ae7e4c572eebc5e490151c4a26bca7,0.94,Fish
0xcd05001eeecec15dd17f502c47a30cdb436a2cfc,0.23,Fish
0x8d3a88529b554a06cc3621914d4cb02acfc86d6b,0.2,Fish
0xc6912aab45a5234159b97406281de925ce1a11ae,0.34,Fish
0xb5bcc520db7ee97d46def8f67eef54fc6fc1962b,0.17,Fish
0xb515f69e698d8b3444d78ea556b124724516e98e,0.91,Fish
0x72ebe0741a30a73a2b3acbff2af7fce28a41e4f4,9.51,Fish
0xfdf81617494dad6b8740d4d783365f44f42fda71,1.83,Fish
0x02ceac0e021dcf0a935ff2163cef2fec09b457ba,0.5,Fish
0xf037f8e5dd5404cb45979f224a6356e340e3e3bf,0.49,Fish
0x5a4b46294afe28d13852cd19acb25292b0dce9cf,2.62,Fish
0x822e9b9e549a3be39bff86d6060dd0a74f5fa23d,0.49,Fish
0xf6c8e0d7378cbf7978ffcbd6a86ff6a6b0509c03,0.49,Fish
0x159a65b492404325f2dc22653e2ccd4295d680c9,0.22,Fish
0x8a7625b49ec577310f0a2e1fb737587bea479a0d,32.75,Fish
0xb4ba430c642ee09a61ebfd5ad58e90ab982d07a4,3.5,Fish
0xd50c5a8702804affb85551df3607c3c2e4a45854,0.22,Fish
0xb17152e9dbd5f9b7ddb3be4a163c725300d08197,0.31,Fish
0x4a4319d2c0efea8adb22bd2e78bda2d2508d0107,0.28,Fish
0xeabefe188752740074b5511030b349c9165d1da8,0.53,Fish
0xa7b662fcc271965b85bbe38bf1c4a72cd4f1ee99,0.32,Fish
0xcd66c3419d79ecfc8246a8ee9c64ff133d97731c,5.55,Fish
0x6fc6b2f61dedabf898b4671b688526d77c8a0d5d,0.86,Fish
0x5b2ad2f3743d8648a918af9a6ffd3166e66df7d2,3,Fish
0xd5251a31a5df304b61fd036b2e67959fc6889aa5,0.74,Fish
0x1f4991ec40d495b1e7fe48698ca5a801b69c1b10,0.37,Fish
0x4c8425ea3d73750cc24f4f49238cf14ce67755f6,333,Shark
0xce0ac0260a3a7f697c63212368f1ebed9ab2ed8b,2.49,Fish
0xf593ae829500cbf1882b1c5b0977824e4d59bb32,0.17,Fish
0xe3fd9815c0a43a00a71dd0c707cdbf2765415408,0.19,Fish
0x96bc92f2be762b36462df6b9654fc69c62e65463,25.88,Fish
0x7990ca0d9f7cc50de408af410496bd652e13561f,0.15,Fish
0x239a31af6fa9085f7d37935e0ab2cee5dc208109,0.18,Fish
0x9ee795d7772fe03ed49cd0b239d121213eb82df6,0.21,Fish
0x9c5666e0e9167fe4876df8da1c356845e62187f7,1.13,Fish
0x454f7d687a8e58d52f61c0b8a8d7d67cf9335156,0.19,Fish
0x474bb48e34c9798c2516f9651cc5944eed41669d,0.2,Fish
0x750916a99d07699dc3f189294f49b939072b5f06,0.31,Fish
0xd9a816c99018a024cdc9c280c86af6f44a1eb41c,0.2,Fish
0x20e472f37b3c1e2e3bf1e9441ffdaa03d89faddf,0.5,Fish
0x084aad2e983d7ac285fb851bac9fae7229bf6fda,0.72,Fish
0x3904376dbf8f669a4b49f48a79efde86d74bfb6d,0.43,Fish
0xe8e76b69deb436bd45348a2d1d68e2aa805374f9,0.13,Fish
0x4c250d7e276f75042852cd4cb1929b1e36441b34,0.42,Fish
0x86fabf2c67b29579066f8d2ad1c936e0e7f4780a,0.15,Fish
